	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.00972912	9	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.00974992	9	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.00974992	9	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.00977488	9	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.00979568	9	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.00979568	9	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.00982912	9	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.00984992	9	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.00984992	9	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.00987488	9	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.00989568	9	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.00989568	9	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.00992912	9	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.00994992	9	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.00994992	9	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.00997488	9	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.00999568	9	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.00999568	9	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0100291	10	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0100499	10	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0100499	10	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0100749	10	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0100957	10	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0100957	10	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0101291	10	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0101499	10	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0101499	10	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0101749	10	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0101957	10	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0101957	10	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0102291	10	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0102499	10	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0102499	10	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0102749	10	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0102957	10	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0102957	10	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0103291	10	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0103499	10	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0103499	10	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0103749	10	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0103957	10	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0103957	10	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0104291	10	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0104499	10	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0104499	10	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0104749	10	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0104957	10	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0104957	10	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0105291	10	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0105499	10	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0105499	10	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0105749	10	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0105957	10	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0105957	10	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0106291	10	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0106499	10	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0106499	10	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0106749	10	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0106957	10	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0106957	10	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0107291	10	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0107499	10	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0107499	10	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0107749	10	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0107957	10	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0107957	10	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0108291	10	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0108499	10	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0108499	10	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0108749	10	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0108957	10	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0108957	10	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0109291	10	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0109499	10	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0109499	10	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0109749	10	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0109957	10	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0109957	10	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0110291	11	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0110499	11	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0110499	11	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0110749	11	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0110957	11	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0110957	11	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0111291	11	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0111499	11	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0111499	11	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0111749	11	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0111957	11	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0111957	11	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0112291	11	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0112499	11	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0112499	11	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0112749	11	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0112957	11	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0112957	11	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0113291	11	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0113499	11	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0113499	11	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0113749	11	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0113957	11	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0113957	11	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0114291	11	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0114499	11	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0114499	11	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0114749	11	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0114957	11	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0114957	11	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0115291	11	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0115499	11	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0115499	11	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0115749	11	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0115957	11	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0115957	11	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0116291	11	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0116499	11	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0116499	11	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0116749	11	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0116957	11	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0116957	11	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0117291	11	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0117499	11	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0117499	11	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0117749	11	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0117957	11	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0117957	11	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0118291	11	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0118499	11	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0118499	11	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0118749	11	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0118957	11	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0118957	11	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0119291	11	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0119499	11	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0119499	11	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0119749	11	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0119957	11	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0119957	11	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0120291	12	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0120499	12	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0120499	12	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0120749	12	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0120957	12	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0120957	12	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0121291	12	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0121499	12	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0121499	12	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0121749	12	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0121957	12	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0121957	12	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0122291	12	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0122499	12	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0122499	12	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0122749	12	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0122957	12	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0122957	12	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0123291	12	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0123499	12	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0123499	12	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0123749	12	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0123957	12	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0123957	12	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0124291	12	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0124499	12	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0124499	12	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0124749	12	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0124957	12	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0124957	12	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0125291	12	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0125499	12	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0125499	12	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0125749	12	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0125957	12	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0125957	12	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0126291	12	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0126499	12	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0126499	12	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0126749	12	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0126957	12	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0126957	12	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0127291	12	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0127499	12	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0127499	12	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0127749	12	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0127957	12	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0127957	12	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0128291	12	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0128499	12	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0128499	12	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0128749	12	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0128957	12	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0128957	12	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0129291	12	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0129499	12	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0129499	12	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0129749	12	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0129957	12	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0129957	12	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0130291	13	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0130499	13	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0130499	13	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0130749	13	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0130957	13	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0130957	13	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0131291	13	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0131499	13	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0131499	13	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0131749	13	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0131957	13	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0131957	13	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0132291	13	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0132499	13	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0132499	13	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0132749	13	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0132957	13	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0132957	13	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0133291	13	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0133499	13	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0133499	13	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0133749	13	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0133957	13	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0133957	13	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0134291	13	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0134499	13	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0134499	13	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0134749	13	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0134957	13	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0134957	13	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0135291	13	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0135499	13	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0135499	13	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0135749	13	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0135957	13	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0135957	13	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0136291	13	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0136499	13	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0136499	13	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0136749	13	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0136957	13	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0136957	13	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0137291	13	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0137499	13	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0137499	13	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0137749	13	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0137957	13	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0137957	13	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0138291	13	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0138499	13	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0138499	13	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0138749	13	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0138957	13	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0138957	13	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0139291	13	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0139499	13	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0139499	13	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0139749	13	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0139957	13	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0139957	13	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0140291	14	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0140499	14	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0140499	14	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0140749	14	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0140957	14	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0140957	14	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0141291	14	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0141499	14	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0141499	14	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0141749	14	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0141957	14	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0141957	14	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0142291	14	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0142499	14	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0142499	14	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0142749	14	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0142957	14	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0142957	14	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0143291	14	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0143499	14	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0143499	14	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0143749	14	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0143957	14	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0143957	14	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0144291	14	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0144499	14	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0144499	14	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0144749	14	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0144957	14	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0144957	14	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0145291	14	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0145499	14	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0145499	14	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0145749	14	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0145957	14	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0145957	14	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0146291	14	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0146499	14	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0146499	14	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0146749	14	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0146957	14	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0146957	14	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0147291	14	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0147499	14	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0147499	14	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0147749	14	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0147957	14	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0147957	14	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0148291	14	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0148499	14	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0148499	14	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0148749	14	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0148957	14	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0148957	14	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0149291	14	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0149499	14	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0149499	14	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
